Permit Number,Permit Type,Tract,Status,Initiating Office,License Number,Latitude,Longitude,Census Tract,Council District
17016-10000-30405,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,887030,34.05184,-118.19515,2032,14
17041-10000-23925,Electrical,TR 2941,Permit Finaled,METRO,998787,34.05168,-118.19479,2032,14
20041-90000-29099,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,1004667,34.03373,-118.20043,2041.2,14
16041-20000-37870,Electrical,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Permit Finaled,VAN NUYS,971704,34.03354,-118.20226,2041.2,14
19016-30000-08495,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,WEST LA,991853,34.04795,-118.19265,2038,14
17041-10000-39554,Electrical,EAST END TERRACE,Issued,METRO,1030177,34.03626,-118.19375,2039,14
17044-90000-05718,HVAC,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Issued,INTERNET,807933,34.04372,-118.19935,2038,14
18042-90000-22658,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,989217,34.03544,-118.2027,2041.2,14
17042-90000-16769,Plumbing,TR 2941,Issued,INTERNET,995016,34.04896,-118.1941,2032,14
19044-10000-05470,HVAC,RAYMUND HEIGHTS TRACT,Issued,METRO,899875,34.04795,-118.19265,2038,14
16016-90000-15007,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,1002544,34.03775,-118.19835,2041.1,14
17041-10000-36304,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,631058,34.03233,-118.19516,2039,14
17044-90000-03000,HVAC,RAYMUND HEIGHTS TRACT,Permit Finaled,INTERNET,711937,34.04614,-118.19303,2038,14
17014-10000-04458,Bldg-Addition,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",CofO Issued,METRO,0,34.03458,-118.20322,2041.2,14
17041-10000-30857,Electrical,TR 4812,Issued,METRO,923516,34.04099,-118.19391,2038,14
16042-90000-13369,Plumbing,TR 7315,Permit Finaled,INTERNET,926398,34.0326,-118.20194,2041.2,14
16044-10000-03689,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.0349,-118.20365,2041.2,14
16041-10001-34363,Electrical,TR 2941,Permit Finaled,METRO,1003215,34.05113,-118.19284,2032,14
18042-20000-07443,Plumbing,WHEELER AND HEILS SUBDIVISION OF LOT 1 OF SUBDIVISION OF THE NORTH HALF OF LOT 7,Permit Finaled,VAN NUYS,740599,34.03882,-118.20284,2041.1,14
17042-20000-17677,Plumbing,HYLAND HEIGHTS TRACT,Permit Finaled,VAN NUYS,1020110,34.04556,-118.19615,2038,14
17044-90000-05269,HVAC,TR 2941,Permit Finaled,INTERNET,587709,34.05196,-118.19543,2032,14
17016-90000-11815,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,443627,34.0328,-118.19677,2039,14
20041-90000-26593,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,1004667,34.03373,-118.20043,2041.2,14
17042-90000-29745,Plumbing,TR 2941,Issued,INTERNET,993779,34.04873,-118.19358,2032,14
16041-90000-05976,Electrical,HYLAND HEIGHTS TRACT,Refund Completed,INTERNET,888104,34.04377,-118.19662,2038,14
17044-20000-03090,HVAC,DACOTAH TRACT,Issued,VAN NUYS,711937,34.03704,-118.2013,2041.1,14
19042-90000-00701,Plumbing,TR 399,Permit Finaled,INTERNET,505706,34.03427,-118.19951,2041.2,14
18016-90000-23235,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,0,34.03334,-118.19765,2041.2,14
18042-30000-15157,Plumbing,LA PALOMA HEIGHTS ADDITION,Permit Finaled,WEST LA,399170,34.03433,-118.19715,2041.1,14
16016-10000-08322,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,METRO,908138,34.04435,-118.19806,2038,14
18042-90000-18966,Plumbing,TR 2941,Permit Finaled,INTERNET,989217,34.04916,-118.19455,2032,14
17041-10000-15240,Electrical,TR 4812,Permit Finaled,METRO,730112,34.04143,-118.1936,2038,14
20042-30000-16058,Plumbing,TR 6333,Issued,WEST LA,955742,34.06208,-118.18761,2014.02,14
17041-90000-36478,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,720285,34.03477,-118.20281,2041.2,14
18016-90000-11206,Bldg-Alter/Repair,CORCORAN TRACT,Permit Finaled,INTERNET,984655,34.03855,-118.20066,2041.1,14
19044-10000-06699,HVAC,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,741228,34.03166,-118.1958,2039,14
18016-10001-01384,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,0,34.03509,-118.20353,2041.2,14
17041-90000-35506,Electrical,LA PALOMA HEIGHTS TRACT,Issued,INTERNET,851676,34.03748,-118.19823,2041.1,14
16044-70000-06032,HVAC,TR 2941,Permit Finaled,SOUTH LA,807265,34.05106,-118.19289,2032,14
18041-10000-31862,Electrical,EAST END TERRACE,Permit Finaled,METRO,893236,34.0344,-118.19349,2039,14
17041-10000-20006,Electrical,"SUBDIVISION OF LOT 5 OF THE N 1/2 OF LOT 7, BLOCK 73 HANCOCK'S SURVEY",Issued,METRO,617489,34.03782,-118.19955,2041.1,14
16016-40000-07641,Bldg-Alter/Repair,TR 6333,Permit Finaled,SANPEDRO,684960,34.06274,-118.19113,2014.02,14
17042-90000-21098,Plumbing,KENYON AND SMITH TRACT,Issued,INTERNET,630379,34.03306,-118.19786,2041.2,14
18042-90000-22651,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.03604,-118.19476,2039,14
18016-40000-13228,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,SANPEDRO,1023154,34.03765,-118.19813,2041.1,14
21044-10000-04784,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,903052,34.03596,-118.20169,2041.2,14
17042-90000-17344,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Re-Activate Permit,INTERNET,995016,34.02865,-118.19251,2039,14
17016-20000-26573,Bldg-Alter/Repair,EAST END TERRACE,Permit Finaled,VAN NUYS,1030177,34.03626,-118.19375,2039,14
16016-20000-30779,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,CofO Issued,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
17044-10000-03945,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.03544,-118.2027,2041.2,14
20041-10000-30172,Electrical,TR 4812,Issued,METRO,1029644,34.04349,-118.19353,2038,14
18041-10000-03989,Electrical,TR 4812,Permit Finaled,METRO,0,34.04228,-118.19383,2038,14
16044-10000-02760,HVAC,THOMPSON AND SCHOCK TRACT,Permit Finaled,METRO,622969,34.03577,-118.20425,2043,14
17041-10000-34429,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,776010,34.03523,-118.19763,2041.1,14
17016-10000-02904,Bldg-Alter/Repair,TR 8453,Permit Finaled,METRO,876769,34.0539,-118.19318,2032,14
16016-10000-27411,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,0,34.04883,-118.19382,2032,14
17016-10000-22973,Bldg-Alter/Repair,TR 1809,Issued,METRO,0,34.03718,-118.19255,2039,14
20041-10000-18802,Electrical,KENYON AND SMITH TRACT,Permit Finaled,METRO,1024460,34.03371,-118.19955,2041.2,14
22044-90000-00483,HVAC,TR 1735,Issued,INTERNET,921266,34.038,-118.201,2041.1,14
20041-20000-26691,Electrical,TR 6333,Permit Finaled,VAN NUYS,692194,34.06208,-118.18761,2014.02,14
18016-10000-01315,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,0,34.05119,-118.19544,2032,14
20016-10000-21062,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,METRO,1035546,34.04801,-118.19664,2038,14
20041-20001-17071,Electrical,KENYON AND SMITH TRACT,Issued,VAN NUYS,795556,,,2041.2,14
20044-20000-08755,HVAC,KENYON AND SMITH TRACT,Issued,VAN NUYS,795556,34.03413,-118.19803,2041.2,14
21030-10001-03343,Grading,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,METRO,977636,34.03756,-118.19457,2039,14
20041-20000-30690,Electrical,KENYON AND SMITH TRACT,Issued,VAN NUYS,795556,34.03413,-118.19803,2041.2,14
20016-10000-03753,Bldg-Alter/Repair,TR 4812,CofO Issued,METRO,1037939,34.04197,-118.193,2038,14
20041-20000-30689,Electrical,KENYON AND SMITH TRACT,Issued,VAN NUYS,795556,34.03413,-118.19803,2041.2,14
22041-10000-06686,Electrical,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,577621,,,2017,14
19020-10000-01603,Nonbldg-New,SUBDIVISION OF THE CHEESBROUGH TRACT,Permit Finaled,METRO,973501,34.0389,-118.19373,2039,14
20044-20001-04863,HVAC,KENYON AND SMITH TRACT,Issued,VAN NUYS,795556,,,2041.2,14
21016-10000-20826,Bldg-Alter/Repair,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,METRO,1076874,34.03571,-118.20043,2041.1,14
20042-10000-20166,Plumbing,TR 6333,Permit Finaled,METRO,955742,34.06208,-118.18761,2014.02,14
20044-20000-08754,HVAC,KENYON AND SMITH TRACT,Issued,VAN NUYS,795556,34.03413,-118.19803,2041.2,14
20030-10000-05552,Grading,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,983221,34.03036,-118.19289,2039,14
20041-90000-33807,Electrical,LA PALOMA HEIGHTS ADDITION,Issued,INTERNET,901296,34.03521,-118.19788,2041.1,14
20041-90000-34685,Electrical,CARNATION TERRACE TRACT,Issued,INTERNET,933325,34.04601,-118.19503,2038,14
20042-20001-20166,Plumbing,TR 6333,Permit Finaled,VAN NUYS,813451,34.06208,-118.18761,2014.02,14
19010-10001-02757,Bldg-Alter/Repair,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
20016-30000-25320,Bldg-Alter/Repair,TR 2941,Permit Finaled,WEST LA,613782,34.05049,-118.19325,2032,14
20042-90000-19404,Plumbing,TR 4812,Permit Finaled,INTERNET,944998,34.04299,-118.1947,2038,14
20041-90000-35409,Electrical,TR 8453,Issued,INTERNET,1014647,34.05404,-118.19307,2032,14
20016-10000-10394,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,935439,,,2039,14
20042-20000-14961,Plumbing,TR 6333,Permit Finaled,VAN NUYS,692194,34.06208,-118.18761,2014.02,14
16044-10000-07016,HVAC,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,622969,34.03455,-118.20288,2041.2,14
16042-10000-22411,Plumbing,TR 8453,Permit Finaled,METRO,1004411,34.0539,-118.19318,2032,14
16042-20000-03325,Plumbing,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Expired,VAN NUYS,311690,34.04614,-118.19861,2038,14
18042-90000-11180,Plumbing,TR 8453,Issued,INTERNET,0,34.05312,-118.19285,2032,14
17042-10000-24115,Plumbing,EAST END TERRACE,Issued,METRO,628425,34.03449,-118.19368,2039,14
16042-90000-20177,Plumbing,DACOTAH TRACT,Permit Finaled,INTERNET,995016,34.03696,-118.20205,2041.1,14
19041-10000-17588,Electrical,DACOTAH TRACT,Issued,METRO,997538,34.03781,-118.20153,2041.1,14
17042-90000-19484,Plumbing,CARNATION TERRACE TRACT,Issued,INTERNET,995016,34.04707,-118.19744,2038,14
18042-10000-23097,Plumbing,EAST END TERRACE,Permit Finaled,METRO,1021591,34.03561,-118.19253,2039,14
17041-70000-25671,Electrical,TR 4812,Issued,SOUTH LA,565604,34.04392,-118.19277,2038,14
17042-90000-17514,Plumbing,CARNATION TERRACE TRACT,Issued,INTERNET,995016,34.04925,-118.19559,2038,14
17041-10000-39552,Electrical,EAST END TERRACE,Issued,METRO,1030177,34.03626,-118.19375,2039,14
16042-90000-26119,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,973014,34.03584,-118.20305,2041.2,14
16044-70000-11130,HVAC,KENYON AND SMITH TRACT,Permit Finaled,SOUTH LA,817787,34.03238,-118.19825,2041.2,14
14016-10000-25950,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,177029,34.03336,-118.19591,2039,14
16044-10000-10083,HVAC,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,622969,34.03786,-118.19859,2041.1,14
17016-10000-21021,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04658,-118.19339,2038,14
17042-90000-17356,Plumbing,CARNATION TERRACE TRACT,Issued,INTERNET,995016,34.04956,-118.19634,2038,14
17041-10000-35760,Electrical,LA PALOMA HEIGHTS TRACT,Issued,METRO,791961,34.03503,-118.19862,2041.1,14
16044-10000-11733,HVAC,DACOTAH TRACT,Issued,METRO,622969,34.03678,-118.20188,2041.1,14
17041-20000-44713,Electrical,TR 2271,Permit Finaled,VAN NUYS,942404,34.03447,-118.20517,2043,14
16016-10000-24820,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,0,34.035,-118.19864,2041.1,14
16042-90000-26501,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,INTERNET,987398,34.03177,-118.19606,2039,14
17041-90000-38909,Electrical,MOUNTAIN VIEW TRACT,Permit Finaled,INTERNET,302865,34.03444,-118.20109,2041.2,14
19016-20000-17053,Bldg-Addition,TR 1809,Issued,VAN NUYS,700548,34.03655,-118.19334,2039,14
16044-90000-15016,HVAC,MOUNTAIN VIEW TRACT,Issued,INTERNET,0,34.03295,-118.20206,2041.2,14
19041-90000-00864,Electrical,P M 1018,Permit Finaled,INTERNET,924167,34.06245,-118.18956,2014.02,14
19016-10000-24441,Bldg-Alter/Repair,TR 4812,CofO Issued,METRO,0,34.04318,-118.19298,2038,14
17041-70000-27555,Electrical,RAYMUND HEIGHTS TRACT,Permit Finaled,SOUTH LA,730112,34.04593,-118.19348,2038,14
18016-10001-06630,Bldg-Alter/Repair,PORTION OF FREMONT HEIGHTS TRACT,Issued,METRO,885157,,,2041.1,14
17042-10000-19532,Plumbing,HAMMELL'S SUBDIVISION OF LOTS 31 AND 32 OF WORKMAN AND HELLMAN'S SUBDIVISION OF,Permit Finaled,METRO,0,34.03385,-118.20299,2041.2,14
16041-90000-03162,Electrical,CORCORAN TRACT,Refund Completed,INTERNET,888104,34.03826,-118.20158,2041.1,14
16041-90000-41404,Electrical,TR 2941,Permit Closed,INTERNET,992379,34.0495,-118.19386,2032,14
18042-10000-08545,Plumbing,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.03655,-118.20375,2043,14
18044-10000-03221,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,802990,34.03676,-118.19879,2041.1,14
16010-20000-06156,Bldg-New,LA PALOMA HEIGHTS TRACT,Issued,VAN NUYS,1002544,34.03778,-118.19842,2041.1,14
19042-90000-17200,Plumbing,TR 2941,Issued,INTERNET,0,34.04958,-118.193,2032,14
17041-10000-34443,Electrical,MOUNTAIN VIEW TRACT,Issued,METRO,959073,34.03389,-118.20084,2041.2,14
18042-90000-14678,Plumbing,TR 5258,Permit Finaled,INTERNET,900919,34.05221,-118.19442,2032,14
17041-10000-36597,Electrical,EAST END TERRACE,Issued,METRO,1030177,34.03626,-118.19375,2039,14
18041-90000-01927,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,1004379,34.03591,-118.19699,2041.1,14
18044-10000-08739,HVAC,LA PALOMA HEIGHTS TRACT,Permit Finaled,METRO,1003499,34.03658,-118.19782,2041.1,14
18016-10000-13984,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,0,34.03393,-118.19816,2041.2,14
16016-10000-29360,Bldg-Alter/Repair,EAST END TERRACE,Issued,METRO,912134,34.03436,-118.19339,2039,14
17042-20000-13490,Plumbing,EAST END TERRACE,Permit Finaled,VAN NUYS,311690,34.03449,-118.19368,2039,14
18016-10000-09907,Bldg-Alter/Repair,EAST END TERRACE,CofO Issued,METRO,1025100,34.03561,-118.19253,2039,14
18016-10000-00166,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04658,-118.19339,2038,14
18016-10001-40832,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,METRO,991853,34.04795,-118.19265,2038,14
17042-10000-24317,Plumbing,EUCLID PLACE TRACT,Permit Finaled,METRO,423484,34.03658,-118.20374,2043,14
18041-70000-12532,Electrical,EUCLID PLACE TRACT,Permit Finaled,SOUTH LA,1021841,34.0367,-118.20366,2043,14
19016-10000-10636,Bldg-Alter/Repair,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,METRO,0,34.02952,-118.19396,2039,14
18043-10000-02495,Fire Sprinkler,TR 6333,Permit Finaled,METRO,850838,34.06208,-118.18761,2014.02,14
20016-30000-25322,Bldg-Alter/Repair,TR 2941,Permit Finaled,WEST LA,613782,34.05049,-118.19325,2032,14
17041-90000-03871,Electrical,TR 5258,Permit Finaled,INTERNET,169324,34.05169,-118.1929,2032,14
18041-90000-00479,Electrical,LA PALOMA HEIGHTS ADDITION,Permit Finaled,INTERNET,998787,34.03518,-118.19751,2041.1,14
17041-10000-12698,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,METRO,0,34.02923,-118.19331,2039,14
17042-90000-14895,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,993779,34.04851,-118.19391,2038,14
18016-10000-29370,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,928217,34.05003,-118.19353,2032,14
21141-10000-27619,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,966181,34.04474,-118.19684,2038,14
16042-90000-26382,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,973014,34.03584,-118.20305,2041.2,14
17041-20000-32610,Electrical,EAST END TERRACE,Issued,VAN NUYS,1030177,34.03626,-118.19375,2039,14
19042-90000-03910,Plumbing,AMENDED MAP OF THE FRANCESCA TRACT,Permit Finaled,INTERNET,505706,34.03994,-118.20172,2041.1,14
18042-90000-17095,Plumbing,DACOTAH TRACT,Permit Finaled,INTERNET,505706,34.03714,-118.20165,2041.1,14
19041-10000-13038,Electrical,TR 2941,Issued,METRO,928217,34.05003,-118.19353,2032,14
16014-10000-00640,Bldg-Addition,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",CofO Issued,METRO,0,34.03504,-118.20209,2041.2,14
18041-90000-08326,Electrical,TR 4812,Permit Finaled,INTERNET,1004667,34.04221,-118.19282,2038,14
16044-20001-06742,HVAC,EAST END TERRACE,Permit Finaled,VAN NUYS,700139,34.03598,-118.19462,2039,14
17044-10000-12093,HVAC,EUCLID PLACE TRACT,Permit Finaled,METRO,423484,34.03658,-118.20374,2043,14
19016-10000-01249,Bldg-Alter/Repair,EAST END TERRACE,Issued,METRO,0,34.03539,-118.19384,2039,14
18044-10000-03193,HVAC,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,METRO,622969,34.03517,-118.19577,2039,14
17042-10000-05019,Plumbing,BOSTON HEIGHTS,Permit Finaled,METRO,991693,34.06038,-118.19279,2031,14
17016-20000-20227,Bldg-Alter/Repair,LA PALOMA HEIGHTS TRACT,Permit Finaled,VAN NUYS,1002544,34.03775,-118.19835,2041.1,14
19041-70000-09190,Electrical,EAST END TERRACE,Permit Finaled,SOUTH LA,962239,34.03658,-118.1941,2039,14
17016-90000-07095,Bldg-Alter/Repair,EUCLID PLACE TRACT,Permit Finaled,INTERNET,970482,34.0365,-118.20379,2043,14
21016-90000-09707,Bldg-Alter/Repair,TR 1323,Issued,INTERNET,973756,34.04531,-118.19756,2038,14
22042-90000-03367,Plumbing,HYLAND HEIGHTS TRACT,Issued,INTERNET,503577,34.04549,-118.19599,2038,14
16041-90000-14530,Electrical,HYLAND HEIGHTS TRACT,Permit Finaled,INTERNET,0,34.0441,-118.19678,2038,14
19042-90000-13648,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,INTERNET,989217,34.03618,-118.20148,2041.1,14
17016-10000-04593,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,0,,,2041.2,14
17041-90000-31914,Electrical,TR 78,Permit Finaled,INTERNET,867228,34.03348,-118.19541,2039,14
21044-10000-02972,HVAC,TR 4812,Permit Finaled,METRO,622969,34.04124,-118.19487,2038,14
18014-30000-00054,Bldg-Addition,TR 2941,Issued,WEST LA,489448,34.04994,-118.19393,2032,14
21044-10000-02418,HVAC,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,METRO,977636,34.03756,-118.19457,2039,14
18042-10000-06764,Plumbing,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Permit Finaled,METRO,622969,34.03517,-118.19577,2039,14
18042-10000-03866,Plumbing,EUCLID PLACE TRACT,Permit Finaled,METRO,1021841,34.03658,-118.20374,2043,14
18042-10000-06598,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,936351,34.03462,-118.20248,2041.2,14
17041-10000-23175,Electrical,TR 4812,Permit Finaled,METRO,984742,34.04392,-118.19277,2038,14
19041-10000-08705,Electrical,TR 5031,Permit Finaled,METRO,375771,34.03414,-118.20528,2043,14
17044-10000-10737,HVAC,MOUNTAIN VIEW TRACT,Refund Completed,METRO,622969,34.03288,-118.20177,2041.2,14
18041-90000-05991,Electrical,KENYON AND SMITH TRACT,Permit Finaled,INTERNET,888104,34.03274,-118.20017,2041.2,14
17030-10000-02523,Grading,HYLAND HEIGHTS TRACT,Permit Finaled,METRO,0,34.04361,-118.19625,2038,14
16044-10000-01334,HVAC,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,METRO,622969,34.03623,-118.20159,2041.1,14
19041-90000-10498,Electrical,RAYMUND HEIGHTS TRACT,Issued,INTERNET,947234,34.04795,-118.19265,2038,14
19014-20000-01592,Bldg-Addition,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,VAN NUYS,0,34.03161,-118.19651,2039,14
17041-10001-15240,Electrical,TR 4812,Permit Finaled,METRO,730112,34.04143,-118.1936,2038,14
18044-10000-12118,HVAC,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Issued,METRO,776793,34.03476,-118.19486,2039,14
18016-90000-05306,Bldg-Alter/Repair,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,984655,34.03732,-118.20001,2041.1,14
17016-10000-36548,Bldg-Alter/Repair,TR 1704,Issued,METRO,847679,34.03431,-118.19252,2039,14
17041-70000-16896,Electrical,EAST END TERRACE,Permit Finaled,SOUTH LA,524577,34.03509,-118.19504,2039,14
16044-70000-12643,HVAC,RAYMUND HEIGHTS TRACT,Issued,SOUTH LA,630379,34.04726,-118.19266,2038,14
18041-10001-22978,Electrical,KENYON AND SMITH TRACT,Issued,METRO,814700,34.03393,-118.19816,2041.2,14
17041-70000-39436,Electrical,CARNATION TERRACE TRACT,Permit Finaled,SOUTH LA,1011173,34.04879,-118.19455,2038,14
18042-10000-11488,Plumbing,RAYMUND HEIGHTS TRACT,Permit Finaled,METRO,907585,34.04657,-118.19336,2038,14
17016-10000-31543,Bldg-Alter/Repair,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVI",Permit Finaled,METRO,0,34.03513,-118.20435,2041.2,14
17041-90000-08218,Electrical,TR 2941,Issued,INTERNET,992379,34.05168,-118.19479,2032,14
19016-20000-00129,Bldg-Alter/Repair,TR 5258,Issued,VAN NUYS,866705,34.05221,-118.19442,2032,14
16042-10000-27242,Plumbing,CARNATION TERRACE TRACT,Permit Finaled,METRO,622969,34.04893,-118.19489,2038,14
16041-70000-41901,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,SOUTH LA,800526,34.03159,-118.19419,2039,14
16042-10000-24073,Plumbing,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,0,34.03582,-118.19666,2041.1,14
17014-10000-03424,Bldg-Addition,TR 8453,Issued,METRO,519008,34.05344,-118.1937,2032,14
18042-90000-02062,Plumbing,TR 2941,Issued,INTERNET,989217,34.04993,-118.19634,2032,14
18016-20000-38720,Bldg-Alter/Repair,RAYMUND HEIGHTS TRACT,Issued,VAN NUYS,1023948,34.04795,-118.19265,2038,14
16016-10000-13576,Bldg-Alter/Repair,KENYON AND SMITH TRACT,Permit Finaled,METRO,755122,34.03391,-118.19942,2041.2,14
18016-40000-12979,Bldg-Alter/Repair,TR 2941,Permit Finaled,SANPEDRO,977712,,,2032,14
17042-90000-13196,Plumbing,TR 4812,Issued,INTERNET,693746,34.04143,-118.1936,2038,14
16042-10000-20570,Plumbing,TR 2941,Permit Finaled,METRO,1003215,34.05113,-118.19284,2032,14
16041-90000-07388,Electrical,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Permit Finaled,INTERNET,888104,34.03669,-118.20035,2041.1,14
18041-40001-00182,Electrical,HYLAND HEIGHTS TRACT,Issued,SANPEDRO,845620,34.04462,-118.19627,2038,14
17016-10000-24149,Bldg-Alter/Repair,TR 2941,Permit Finaled,METRO,923436,34.0507,-118.19569,2032,14
17042-90000-21981,Plumbing,TR 78,Permit Finaled,INTERNET,867228,34.03348,-118.19541,2039,14
16042-20000-23734,Plumbing,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Permit Finaled,VAN NUYS,505706,34.0316,-118.19567,2039,14
18042-90000-22655,Plumbing,EAST END TERRACE,Permit Finaled,INTERNET,989217,34.03574,-118.19408,2039,14
15014-10000-03983,Bldg-Addition,S 1/2 LOT 5 BLOCK F HANCOCK SURVEY,Issued,METRO,0,34.0344,-118.19551,2039,14
