Permit Number,Permit Type,Tract,Status,Initiating Office,License Number,Latitude,Longitude,Census Tract,Council District
19010-10000-04853,Bldg-New,TR 78,Issued,METRO,0,34.03338,-118.19518,2039,14
21042-10000-33708,Plumbing,TR 2941,Permit Finaled,METRO,926398,34.0505,-118.19357,2032,14
19014-10000-02180,Bldg-Addition,P M 2281,CofO Issued,METRO,877181,34.02995,-118.19495,2039,14
17016-90000-20022,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Issued,INTERNET,1016507,34.03861,-118.20236,2041.1,14
21042-10000-39413,Plumbing,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,622969,34.03678,-118.19665,2041.1,14
16010-10002-05869,Grading,LA PALOMA HEIGHTS ADDITION,Permit Finaled,METRO,503577,34.03454,-118.19762,2041.1,14
21042-90000-54845,Plumbing,CORCORAN TRACT,Issued,INTERNET,978398,34.03875,-118.2013,2041.1,14
21042-90000-35016,Plumbing,AMENDED MAP OF THE FRANCESCA TRACT,Permit Finaled,INTERNET,0,34.03839,-118.20187,2041.1,14
21041-90000-73883,Electrical,TR 8453,Issued,INTERNET,952305,34.054,-118.19271,2032,14
19044-10001-07702,HVAC,GRIDER AND HAMILTON'S FLORAL PARK,Issued,METRO,998987,,,2017,14
17016-90000-24173,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Permit Finaled,INTERNET,1016507,34.03861,-118.20236,2041.1,14
21042-90000-39531,Plumbing,LA PALOMA HEIGHTS TRACT,Permit Finaled,INTERNET,979839,34.03684,-118.19841,2041.1,14
21016-90000-13672,Bldg-Alter/Repair,"RECORDS SUBDIVISION OF THE WESTERLY 1/2 OF LOT 7, BLOCK 74 HANCOCKS SURVEY",Permit Finaled,INTERNET,1036102,34.04408,-118.19804,2038,14
20014-10000-04387,Bldg-Addition,KENYON AND SMITH TRACT,Issued,METRO,0,34.03318,-118.19989,2041.2,14
21044-10000-27273,HVAC,TR 1323,Permit Finaled,METRO,685693,34.04526,-118.19744,2038,14
21016-90000-19627,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Refund Completed,INTERNET,1025026,34.04692,-118.19416,2038,14
21016-90000-19627,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Refund Completed,INTERNET,1025026,34.04692,-118.19416,2038,14
22016-90000-00070,Bldg-Alter/Repair,TR 2941,Issued,INTERNET,622868,34.05032,-118.1948,2032,14
21043-90000-06569,Fire Sprinkler,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,655697,34.04861,-118.19414,2038,14
21041-90000-05142,Electrical,TR 1323,Issued,INTERNET,973756,34.04531,-118.19756,2038,14
21043-90000-06570,Fire Sprinkler,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,655697,34.04851,-118.19391,2038,14
22041-90000-01608,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,750184,34.03138,-118.19598,2039,14
22041-90000-01607,Electrical,PIONEER INVESTMENT AND TRUST COMPANY'S CRESTA DEL ARROYO TRACT,Issued,INTERNET,750184,34.03138,-118.19598,2039,14
22042-90000-00627,Plumbing,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,505706,34.03641,-118.2027,2041.2,14
16010-10000-05869,Bldg-New,LA PALOMA HEIGHTS ADDITION,CofO Issued,METRO,503577,34.03454,-118.19762,2041.1,14
21041-90000-77735,Electrical,"E. A. MILLER'S SUBDIVISION OF LOTS 33, 34, 35 OF THE WORKMAN AND HELLMAN SUBDIVISION",Permit Finaled,INTERNET,750184,34.03424,-118.20218,2041.2,14
22016-90000-02667,Bldg-Alter/Repair,TR 3124,Issued,INTERNET,1032698,34.03777,-118.19313,2039,14
20014-10000-04887,Bldg-Addition,P M 2281,Issued,METRO,1045394,34.02995,-118.19495,2039,14
22016-90000-02666,Bldg-Alter/Repair,TR 3124,Issued,INTERNET,1032698,34.03771,-118.19317,2039,14
22016-90000-01990,Bldg-Alter/Repair,SUBDIVISION OF THE CHEESBROUGH TRACT,Issued,INTERNET,0,,,2039,14
21016-10000-59298,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Issued,METRO,0,,,2041.1,14
21016-90000-18777,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,1036102,34.04549,-118.19542,2038,14
21141-10000-18306,Electrical,TR 8453,Permit Finaled,METRO,1013222,34.05402,-118.19317,2032,14
22041-90000-00897,Electrical,CARNATION TERRACE TRACT,Permit Finaled,INTERNET,1062529,34.04574,-118.196,2038,14
22041-10000-03775,Electrical,TR 2941,Permit Finaled,METRO,496407,34.05056,-118.19466,2032,14
19030-10000-04098,Grading,GRIDER AND HAMILTON'S FLORAL PARK,Permit Finaled,METRO,410347,,,2017,14
22016-90000-02866,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Issued,INTERNET,0,34.03935,-118.20179,2041.1,14
22016-10000-03282,Bldg-Alter/Repair,AMENDED MAP OF THE FRANCESCA TRACT,Issued,METRO,0,34.03935,-118.20179,2041.1,14
22043-20000-00417,Fire Sprinkler,HYLAND HEIGHTS TRACT,Issued,VAN NUYS,812573,34.04381,-118.1978,2038,14
21016-20001-18777,Bldg-Alter/Repair,CARNATION TERRACE TRACT,Permit Finaled,VAN NUYS,1036102,34.04549,-118.19542,2038,14
22042-90000-02411,Plumbing,OGILVIE'S GRAND VIEW HEIGHTS TRACT,Issued,INTERNET,1076874,34.03571,-118.20043,2041.1,14
